# LankaGlyphset rename report
# generated: 2026-06-10T20:09:37
# font: /Users/pathumego/src/github/mooniak/akurugraphy-exhhibition/encoding-machine/AbhayaLibreNIGHTLY-Regular.ttf
# DRY_RUN: False
# total glyphs: 1203
# status counts: {'skip': 570, 'unchanged': 58, 'renamed': 575}
# renamed but NOT in canonical YAML set (flagged): 386
# ambiguous (left untouched): 0
#
old_name	new_name	status	in_standard	note
Uacute	Uacute	skip	False	not a Sinhala (-sinh) glyph
Ucircumflex	Ucircumflex	skip	False	not a Sinhala (-sinh) glyph
Udieresis	Udieresis	skip	False	not a Sinhala (-sinh) glyph
Ugrave	Ugrave	skip	False	not a Sinhala (-sinh) glyph
Uhungarumlaut	Uhungarumlaut	skip	False	not a Sinhala (-sinh) glyph
Umacron	Umacron	skip	False	not a Sinhala (-sinh) glyph
Uogonek	Uogonek	skip	False	not a Sinhala (-sinh) glyph
Uring	Uring	skip	False	not a Sinhala (-sinh) glyph
V	V	skip	False	not a Sinhala (-sinh) glyph
W	W	skip	False	not a Sinhala (-sinh) glyph
X	X	skip	False	not a Sinhala (-sinh) glyph
Y	Y	skip	False	not a Sinhala (-sinh) glyph
Yacute	Yacute	skip	False	not a Sinhala (-sinh) glyph
Ydieresis	Ydieresis	skip	False	not a Sinhala (-sinh) glyph
Z	Z	skip	False	not a Sinhala (-sinh) glyph
Zacute	Zacute	skip	False	not a Sinhala (-sinh) glyph
Zcaron	Zcaron	skip	False	not a Sinhala (-sinh) glyph
Zdotaccent	Zdotaccent	skip	False	not a Sinhala (-sinh) glyph
a	a	skip	False	not a Sinhala (-sinh) glyph
aacute	aacute	skip	False	not a Sinhala (-sinh) glyph
abreve	abreve	skip	False	not a Sinhala (-sinh) glyph
acircumflex	acircumflex	skip	False	not a Sinhala (-sinh) glyph
adieresis	adieresis	skip	False	not a Sinhala (-sinh) glyph
agrave	agrave	skip	False	not a Sinhala (-sinh) glyph
amacron	amacron	skip	False	not a Sinhala (-sinh) glyph
aogonek	aogonek	skip	False	not a Sinhala (-sinh) glyph
aring	aring	skip	False	not a Sinhala (-sinh) glyph
atilde	atilde	skip	False	not a Sinhala (-sinh) glyph
ae	ae	skip	False	not a Sinhala (-sinh) glyph
b	b	skip	False	not a Sinhala (-sinh) glyph
c	c	skip	False	not a Sinhala (-sinh) glyph
cacute	cacute	skip	False	not a Sinhala (-sinh) glyph
ccaron	ccaron	skip	False	not a Sinhala (-sinh) glyph
ccedilla	ccedilla	skip	False	not a Sinhala (-sinh) glyph
d	d	skip	False	not a Sinhala (-sinh) glyph
dcaron	dcaron	skip	False	not a Sinhala (-sinh) glyph
dcroat	dcroat	skip	False	not a Sinhala (-sinh) glyph
eth	eth	skip	False	not a Sinhala (-sinh) glyph
e	e	skip	False	not a Sinhala (-sinh) glyph
eacute	eacute	skip	False	not a Sinhala (-sinh) glyph
ecaron	ecaron	skip	False	not a Sinhala (-sinh) glyph
ecircumflex	ecircumflex	skip	False	not a Sinhala (-sinh) glyph
edieresis	edieresis	skip	False	not a Sinhala (-sinh) glyph
edotaccent	edotaccent	skip	False	not a Sinhala (-sinh) glyph
egrave	egrave	skip	False	not a Sinhala (-sinh) glyph
emacron	emacron	skip	False	not a Sinhala (-sinh) glyph
eogonek	eogonek	skip	False	not a Sinhala (-sinh) glyph
f	f	skip	False	not a Sinhala (-sinh) glyph
g	g	skip	False	not a Sinhala (-sinh) glyph
gbreve	gbreve	skip	False	not a Sinhala (-sinh) glyph
h	h	skip	False	not a Sinhala (-sinh) glyph
i	i	skip	False	not a Sinhala (-sinh) glyph
dotlessi	dotlessi	skip	False	not a Sinhala (-sinh) glyph
iacute	iacute	skip	False	not a Sinhala (-sinh) glyph
icircumflex	icircumflex	skip	False	not a Sinhala (-sinh) glyph
idieresis	idieresis	skip	False	not a Sinhala (-sinh) glyph
igrave	igrave	skip	False	not a Sinhala (-sinh) glyph
imacron	imacron	skip	False	not a Sinhala (-sinh) glyph
iogonek	iogonek	skip	False	not a Sinhala (-sinh) glyph
j	j	skip	False	not a Sinhala (-sinh) glyph
k	k	skip	False	not a Sinhala (-sinh) glyph
l	l	skip	False	not a Sinhala (-sinh) glyph
lacute	lacute	skip	False	not a Sinhala (-sinh) glyph
lcaron	lcaron	skip	False	not a Sinhala (-sinh) glyph
lslash	lslash	skip	False	not a Sinhala (-sinh) glyph
m	m	skip	False	not a Sinhala (-sinh) glyph
n	n	skip	False	not a Sinhala (-sinh) glyph
nacute	nacute	skip	False	not a Sinhala (-sinh) glyph
ncaron	ncaron	skip	False	not a Sinhala (-sinh) glyph
ntilde	ntilde	skip	False	not a Sinhala (-sinh) glyph
o	o	skip	False	not a Sinhala (-sinh) glyph
oacute	oacute	skip	False	not a Sinhala (-sinh) glyph
ocircumflex	ocircumflex	skip	False	not a Sinhala (-sinh) glyph
odieresis	odieresis	skip	False	not a Sinhala (-sinh) glyph
ograve	ograve	skip	False	not a Sinhala (-sinh) glyph
ohungarumlaut	ohungarumlaut	skip	False	not a Sinhala (-sinh) glyph
omacron	omacron	skip	False	not a Sinhala (-sinh) glyph
oslash	oslash	skip	False	not a Sinhala (-sinh) glyph
otilde	otilde	skip	False	not a Sinhala (-sinh) glyph
oe	oe	skip	False	not a Sinhala (-sinh) glyph
p	p	skip	False	not a Sinhala (-sinh) glyph
thorn	thorn	skip	False	not a Sinhala (-sinh) glyph
q	q	skip	False	not a Sinhala (-sinh) glyph
r	r	skip	False	not a Sinhala (-sinh) glyph
racute	racute	skip	False	not a Sinhala (-sinh) glyph
rcaron	rcaron	skip	False	not a Sinhala (-sinh) glyph
s	s	skip	False	not a Sinhala (-sinh) glyph
sacute	sacute	skip	False	not a Sinhala (-sinh) glyph
scaron	scaron	skip	False	not a Sinhala (-sinh) glyph
germandbls	germandbls	skip	False	not a Sinhala (-sinh) glyph
t	t	skip	False	not a Sinhala (-sinh) glyph
tcaron	tcaron	skip	False	not a Sinhala (-sinh) glyph
u	u	skip	False	not a Sinhala (-sinh) glyph
uacute	uacute	skip	False	not a Sinhala (-sinh) glyph
ucircumflex	ucircumflex	skip	False	not a Sinhala (-sinh) glyph
udieresis	udieresis	skip	False	not a Sinhala (-sinh) glyph
ugrave	ugrave	skip	False	not a Sinhala (-sinh) glyph
uhungarumlaut	uhungarumlaut	skip	False	not a Sinhala (-sinh) glyph
umacron	umacron	skip	False	not a Sinhala (-sinh) glyph
uni0123	uni0123	skip	False	not a Sinhala (-sinh) glyph
uni0137	uni0137	skip	False	not a Sinhala (-sinh) glyph
uni013C	uni013C	skip	False	not a Sinhala (-sinh) glyph
uni0146	uni0146	skip	False	not a Sinhala (-sinh) glyph
uni0157	uni0157	skip	False	not a Sinhala (-sinh) glyph
uni015F	uni015F	skip	False	not a Sinhala (-sinh) glyph
uni0163	uni0163	skip	False	not a Sinhala (-sinh) glyph
uni0219	uni0219	skip	False	not a Sinhala (-sinh) glyph
uni021B	uni021B	skip	False	not a Sinhala (-sinh) glyph
uogonek	uogonek	skip	False	not a Sinhala (-sinh) glyph
uring	uring	skip	False	not a Sinhala (-sinh) glyph
v	v	skip	False	not a Sinhala (-sinh) glyph
w	w	skip	False	not a Sinhala (-sinh) glyph
x	x	skip	False	not a Sinhala (-sinh) glyph
y	y	skip	False	not a Sinhala (-sinh) glyph
yacute	yacute	skip	False	not a Sinhala (-sinh) glyph
ydieresis	ydieresis	skip	False	not a Sinhala (-sinh) glyph
z	z	skip	False	not a Sinhala (-sinh) glyph
zacute	zacute	skip	False	not a Sinhala (-sinh) glyph
zcaron	zcaron	skip	False	not a Sinhala (-sinh) glyph
zdotaccent	zdotaccent	skip	False	not a Sinhala (-sinh) glyph
f_f	f_f	skip	False	not a Sinhala (-sinh) glyph
f_f_i	f_f_i	skip	False	not a Sinhala (-sinh) glyph
f_f_l	f_f_l	skip	False	not a Sinhala (-sinh) glyph
fi	fi	skip	False	not a Sinhala (-sinh) glyph
fl	fl	skip	False	not a Sinhala (-sinh) glyph
ordfeminine	ordfeminine	skip	False	not a Sinhala (-sinh) glyph
ordmasculine	ordmasculine	skip	False	not a Sinhala (-sinh) glyph
pi	pi	skip	False	not a Sinhala (-sinh) glyph
a-taml	a-taml	skip	False	not a Sinhala (-sinh) glyph
aa-taml	aa-taml	skip	False	not a Sinhala (-sinh) glyph
i-taml	i-taml	skip	False	not a Sinhala (-sinh) glyph
ii-taml	ii-taml	skip	False	not a Sinhala (-sinh) glyph
u-taml	u-taml	skip	False	not a Sinhala (-sinh) glyph
uu-taml	uu-taml	skip	False	not a Sinhala (-sinh) glyph
e-taml	e-taml	skip	False	not a Sinhala (-sinh) glyph
ee-taml	ee-taml	skip	False	not a Sinhala (-sinh) glyph
ai-taml	ai-taml	skip	False	not a Sinhala (-sinh) glyph
o-taml	o-taml	skip	False	not a Sinhala (-sinh) glyph
oo-taml	oo-taml	skip	False	not a Sinhala (-sinh) glyph
au-taml	au-taml	skip	False	not a Sinhala (-sinh) glyph
ka-taml	ka-taml	skip	False	not a Sinhala (-sinh) glyph
nga-taml	nga-taml	skip	False	not a Sinhala (-sinh) glyph
ca-taml	ca-taml	skip	False	not a Sinhala (-sinh) glyph
ja-taml	ja-taml	skip	False	not a Sinhala (-sinh) glyph
nya-taml	nya-taml	skip	False	not a Sinhala (-sinh) glyph
tta-taml	tta-taml	skip	False	not a Sinhala (-sinh) glyph
nna-taml	nna-taml	skip	False	not a Sinhala (-sinh) glyph
ta-taml	ta-taml	skip	False	not a Sinhala (-sinh) glyph
na-taml	na-taml	skip	False	not a Sinhala (-sinh) glyph
nna2-taml	nna2-taml	skip	False	not a Sinhala (-sinh) glyph
pa-taml	pa-taml	skip	False	not a Sinhala (-sinh) glyph
ma-taml	ma-taml	skip	False	not a Sinhala (-sinh) glyph
ya-taml	ya-taml	skip	False	not a Sinhala (-sinh) glyph
ra-taml	ra-taml	skip	False	not a Sinhala (-sinh) glyph
rra-taml	rra-taml	skip	False	not a Sinhala (-sinh) glyph
la-taml	la-taml	skip	False	not a Sinhala (-sinh) glyph
lla-taml	lla-taml	skip	False	not a Sinhala (-sinh) glyph
zha-taml	zha-taml	skip	False	not a Sinhala (-sinh) glyph
va-taml	va-taml	skip	False	not a Sinhala (-sinh) glyph
sha-taml	sha-taml	skip	False	not a Sinhala (-sinh) glyph
ssa-taml	ssa-taml	skip	False	not a Sinhala (-sinh) glyph
sa-taml	sa-taml	skip	False	not a Sinhala (-sinh) glyph
ha-taml	ha-taml	skip	False	not a Sinhala (-sinh) glyph
om-taml	om-taml	skip	False	not a Sinhala (-sinh) glyph
visarga-taml	visarga-taml	skip	False	not a Sinhala (-sinh) glyph
oneArchaic-sinhala	archaicone-sinh	renamed	True	archaic numeral namespace -sinhala->-sinh
twoArchaic-sinhala	archaictwo-sinh	renamed	True	archaic numeral namespace -sinhala->-sinh
threeArchaic-sinhala	archaicthree-sinh	renamed	True	archaic numeral namespace -sinhala->-sinh
fourArchaic-sinhala	archaicfour-sinh	renamed	True	archaic numeral namespace -sinhala->-sinh
fiveArchaic-sinhala	archaicfive-sinh	renamed	True	archaic numeral namespace -sinhala->-sinh
sixArchaic-sinhala	archaicsix-sinh	renamed	True	archaic numeral namespace -sinhala->-sinh
sevenArchaic-sinhala	archaicseven-sinh	renamed	True	archaic numeral namespace -sinhala->-sinh
eightArchaic-sinhala	archaiceight-sinh	renamed	True	archaic numeral namespace -sinhala->-sinh
nineArchaic-sinhala	archaicnine-sinh	renamed	True	archaic numeral namespace -sinhala->-sinh
tenArchaic-sinhala	archaicten-sinh	renamed	True	archaic numeral namespace -sinhala->-sinh
twentyArchaic-sinhala	archaictwenty-sinh	renamed	True	archaic numeral namespace -sinhala->-sinh
thirtyArchaic-sinhala	archaicthirty-sinh	renamed	True	archaic numeral namespace -sinhala->-sinh
fortyArchaic-sinhala	archaicforty-sinh	renamed	True	archaic numeral namespace -sinhala->-sinh
fiftyArchaic-sinhala	archaicfifty-sinh	renamed	True	archaic numeral namespace -sinhala->-sinh
sixtyArchaic-sinhala	archaicsixty-sinh	renamed	True	archaic numeral namespace -sinhala->-sinh
seventyArchaic-sinhala	archaicseventy-sinh	renamed	True	archaic numeral namespace -sinhala->-sinh
eightyArchaic-sinhala	archaiceighty-sinh	renamed	True	archaic numeral namespace -sinhala->-sinh
ninetyArchaic-sinhala	archaicninety-sinh	renamed	True	archaic numeral namespace -sinhala->-sinh
onehundredArchaic-sinhala	archaiconehundred-sinh	renamed	True	archaic numeral namespace -sinhala->-sinh
onethousandArchaic-sinhala	archaiconethousand-sinh	renamed	True	archaic numeral namespace -sinhala->-sinh
sinEight_Zerolith	sinEight_Zerolith	skip	False	not a Sinhala (-sinh) glyph
sinFive_Zerolith	sinFive_Zerolith	skip	False	not a Sinhala (-sinh) glyph
sinFour_Zerolith	sinFour_Zerolith	skip	False	not a Sinhala (-sinh) glyph
sinNine_Zerolith	sinNine_Zerolith	skip	False	not a Sinhala (-sinh) glyph
sinOne_Zerolith	sinOne_Zerolith	skip	False	not a Sinhala (-sinh) glyph
sinSeven_Zerolith	sinSeven_Zerolith	skip	False	not a Sinhala (-sinh) glyph
sinSix_Zerolith	sinSix_Zerolith	skip	False	not a Sinhala (-sinh) glyph
sinThree_Zerolith	sinThree_Zerolith	skip	False	not a Sinhala (-sinh) glyph
sinTwo_Zerolith	sinTwo_Zerolith	skip	False	not a Sinhala (-sinh) glyph
sinZerolith	sinZerolith	skip	False	not a Sinhala (-sinh) glyph
sinOnelith	sinOnelith	skip	False	not a Sinhala (-sinh) glyph
sinTwolith	sinTwolith	skip	False	not a Sinhala (-sinh) glyph
sinThreelith	sinThreelith	skip	False	not a Sinhala (-sinh) glyph
sinFourlith	sinFourlith	skip	False	not a Sinhala (-sinh) glyph
sinFivelith	sinFivelith	skip	False	not a Sinhala (-sinh) glyph
sinSixlith	sinSixlith	skip	False	not a Sinhala (-sinh) glyph
sinSevenlith	sinSevenlith	skip	False	not a Sinhala (-sinh) glyph
sinEightlith	sinEightlith	skip	False	not a Sinhala (-sinh) glyph
sinNinelith	sinNinelith	skip	False	not a Sinhala (-sinh) glyph
ten-taml	ten-taml	skip	False	not a Sinhala (-sinh) glyph
hundred-taml	hundred-taml	skip	False	not a Sinhala (-sinh) glyph
thousand-taml	thousand-taml	skip	False	not a Sinhala (-sinh) glyph
zero-taml	zero-taml	skip	False	not a Sinhala (-sinh) glyph
one-taml	one-taml	skip	False	not a Sinhala (-sinh) glyph
two-taml	two-taml	skip	False	not a Sinhala (-sinh) glyph
three-taml	three-taml	skip	False	not a Sinhala (-sinh) glyph
four-taml	four-taml	skip	False	not a Sinhala (-sinh) glyph
five-taml	five-taml	skip	False	not a Sinhala (-sinh) glyph
six-taml	six-taml	skip	False	not a Sinhala (-sinh) glyph
seven-taml	seven-taml	skip	False	not a Sinhala (-sinh) glyph
eight-taml	eight-taml	skip	False	not a Sinhala (-sinh) glyph
nine-taml	nine-taml	skip	False	not a Sinhala (-sinh) glyph
zero	zero	skip	False	not a Sinhala (-sinh) glyph
one	one	skip	False	not a Sinhala (-sinh) glyph
two	two	skip	False	not a Sinhala (-sinh) glyph
three	three	skip	False	not a Sinhala (-sinh) glyph
four	four	skip	False	not a Sinhala (-sinh) glyph
five	five	skip	False	not a Sinhala (-sinh) glyph
six	six	skip	False	not a Sinhala (-sinh) glyph
seven	seven	skip	False	not a Sinhala (-sinh) glyph
eight	eight	skip	False	not a Sinhala (-sinh) glyph
nine	nine	skip	False	not a Sinhala (-sinh) glyph
zero.tf	zero.tf	skip	False	not a Sinhala (-sinh) glyph
one.tf	one.tf	skip	False	not a Sinhala (-sinh) glyph
two.tf	two.tf	skip	False	not a Sinhala (-sinh) glyph
three.tf	three.tf	skip	False	not a Sinhala (-sinh) glyph
four.tf	four.tf	skip	False	not a Sinhala (-sinh) glyph
five.tf	five.tf	skip	False	not a Sinhala (-sinh) glyph
six.tf	six.tf	skip	False	not a Sinhala (-sinh) glyph
seven.tf	seven.tf	skip	False	not a Sinhala (-sinh) glyph
eight.tf	eight.tf	skip	False	not a Sinhala (-sinh) glyph
nine.tf	nine.tf	skip	False	not a Sinhala (-sinh) glyph
zero.numr	zero.numr	skip	False	not a Sinhala (-sinh) glyph
one.numr	one.numr	skip	False	not a Sinhala (-sinh) glyph
two.numr	two.numr	skip	False	not a Sinhala (-sinh) glyph
three.numr	three.numr	skip	False	not a Sinhala (-sinh) glyph
four.numr	four.numr	skip	False	not a Sinhala (-sinh) glyph
five.numr	five.numr	skip	False	not a Sinhala (-sinh) glyph
six.numr	six.numr	skip	False	not a Sinhala (-sinh) glyph
seven.numr	seven.numr	skip	False	not a Sinhala (-sinh) glyph
eight.numr	eight.numr	skip	False	not a Sinhala (-sinh) glyph
nine.numr	nine.numr	skip	False	not a Sinhala (-sinh) glyph
fraction	fraction	skip	False	not a Sinhala (-sinh) glyph
onehalf	onehalf	skip	False	not a Sinhala (-sinh) glyph
onequarter	onequarter	skip	False	not a Sinhala (-sinh) glyph
threequarters	threequarters	skip	False	not a Sinhala (-sinh) glyph
onesuperior	onesuperior	skip	False	not a Sinhala (-sinh) glyph
twosuperior	twosuperior	skip	False	not a Sinhala (-sinh) glyph
threesuperior	threesuperior	skip	False	not a Sinhala (-sinh) glyph
nbspace	nbspace	skip	False	not a Sinhala (-sinh) glyph
zerowidthnonjoiner	zerowidthnonjoiner	skip	False	not a Sinhala (-sinh) glyph
zerowidthjoiner	zerowidthjoiner	skip	False	not a Sinhala (-sinh) glyph
uni0964	uni0964	skip	False	not a Sinhala (-sinh) glyph
uni0965	uni0965	skip	False	not a Sinhala (-sinh) glyph
sinKundaliya	sinKundaliya	skip	False	not a Sinhala (-sinh) glyph
period	period	skip	False	not a Sinhala (-sinh) glyph
comma	comma	skip	False	not a Sinhala (-sinh) glyph
colon	colon	skip	False	not a Sinhala (-sinh) glyph
semicolon	semicolon	skip	False	not a Sinhala (-sinh) glyph
ellipsis	ellipsis	skip	False	not a Sinhala (-sinh) glyph
exclam	exclam	skip	False	not a Sinhala (-sinh) glyph
exclamdown	exclamdown	skip	False	not a Sinhala (-sinh) glyph
question	question	skip	False	not a Sinhala (-sinh) glyph
questiondown	questiondown	skip	False	not a Sinhala (-sinh) glyph
periodcentered	periodcentered	skip	False	not a Sinhala (-sinh) glyph
bullet	bullet	skip	False	not a Sinhala (-sinh) glyph
asterisk	asterisk	skip	False	not a Sinhala (-sinh) glyph
numbersign	numbersign	skip	False	not a Sinhala (-sinh) glyph
slash	slash	skip	False	not a Sinhala (-sinh) glyph
backslash	backslash	skip	False	not a Sinhala (-sinh) glyph
hyphen	hyphen	skip	False	not a Sinhala (-sinh) glyph
softhyphen	softhyphen	skip	False	not a Sinhala (-sinh) glyph
endash	endash	skip	False	not a Sinhala (-sinh) glyph
emdash	emdash	skip	False	not a Sinhala (-sinh) glyph
short_dash2	short_dash2	skip	False	not a Sinhala (-sinh) glyph
underscore	underscore	skip	False	not a Sinhala (-sinh) glyph
parenleft	parenleft	skip	False	not a Sinhala (-sinh) glyph
parenright	parenright	skip	False	not a Sinhala (-sinh) glyph
braceleft	braceleft	skip	False	not a Sinhala (-sinh) glyph
braceright	braceright	skip	False	not a Sinhala (-sinh) glyph
bracketleft	bracketleft	skip	False	not a Sinhala (-sinh) glyph
bracketright	bracketright	skip	False	not a Sinhala (-sinh) glyph
quotesinglbase	quotesinglbase	skip	False	not a Sinhala (-sinh) glyph
quotedblbase	quotedblbase	skip	False	not a Sinhala (-sinh) glyph
quotedblleft	quotedblleft	skip	False	not a Sinhala (-sinh) glyph
quotedblright	quotedblright	skip	False	not a Sinhala (-sinh) glyph
quoteleft	quoteleft	skip	False	not a Sinhala (-sinh) glyph
quoteright	quoteright	skip	False	not a Sinhala (-sinh) glyph
guillemotleft	guillemotleft	skip	False	not a Sinhala (-sinh) glyph
guillemotright	guillemotright	skip	False	not a Sinhala (-sinh) glyph
guilsinglleft	guilsinglleft	skip	False	not a Sinhala (-sinh) glyph
guilsinglright	guilsinglright	skip	False	not a Sinhala (-sinh) glyph
quotedbl	quotedbl	skip	False	not a Sinhala (-sinh) glyph
quotesingle	quotesingle	skip	False	not a Sinhala (-sinh) glyph
florin	florin	skip	False	not a Sinhala (-sinh) glyph
day-sign-taml	day-sign-taml	skip	False	not a Sinhala (-sinh) glyph
month-sign-taml	month-sign-taml	skip	False	not a Sinhala (-sinh) glyph
year-sign-taml	year-sign-taml	skip	False	not a Sinhala (-sinh) glyph
debit-sign-taml	debit-sign-taml	skip	False	not a Sinhala (-sinh) glyph
credit-sign-taml	credit-sign-taml	skip	False	not a Sinhala (-sinh) glyph
asabove-sign-taml	asabove-sign-taml	skip	False	not a Sinhala (-sinh) glyph
number-sign-taml	number-sign-taml	skip	False	not a Sinhala (-sinh) glyph
rupee-sign-taml	rupee-sign-taml	skip	False	not a Sinhala (-sinh) glyph
at	at	skip	False	not a Sinhala (-sinh) glyph
ampersand	ampersand	skip	False	not a Sinhala (-sinh) glyph
paragraph	paragraph	skip	False	not a Sinhala (-sinh) glyph
section	section	skip	False	not a Sinhala (-sinh) glyph
copyright	copyright	skip	False	not a Sinhala (-sinh) glyph
registered	registered	skip	False	not a Sinhala (-sinh) glyph
trademark	trademark	skip	False	not a Sinhala (-sinh) glyph
degree	degree	skip	False	not a Sinhala (-sinh) glyph
bar	bar	skip	False	not a Sinhala (-sinh) glyph
brokenbar	brokenbar	skip	False	not a Sinhala (-sinh) glyph
dagger	dagger	skip	False	not a Sinhala (-sinh) glyph
uni2113	uni2113	skip	False	not a Sinhala (-sinh) glyph
daggerdbl	daggerdbl	skip	False	not a Sinhala (-sinh) glyph
estimated	estimated	skip	False	not a Sinhala (-sinh) glyph
Euro	Euro	skip	False	not a Sinhala (-sinh) glyph
cent	cent	skip	False	not a Sinhala (-sinh) glyph
currency	currency	skip	False	not a Sinhala (-sinh) glyph
dollar	dollar	skip	False	not a Sinhala (-sinh) glyph
ruble	ruble	skip	False	not a Sinhala (-sinh) glyph
rupeeIndian	rupeeIndian	skip	False	not a Sinhala (-sinh) glyph
sterling	sterling	skip	False	not a Sinhala (-sinh) glyph
uni20BA	uni20BA	skip	False	not a Sinhala (-sinh) glyph
yen	yen	skip	False	not a Sinhala (-sinh) glyph
bulletoperator	bulletoperator	skip	False	not a Sinhala (-sinh) glyph
divisionslash	divisionslash	skip	False	not a Sinhala (-sinh) glyph
plus	plus	skip	False	not a Sinhala (-sinh) glyph
minus	minus	skip	False	not a Sinhala (-sinh) glyph
multiply	multiply	skip	False	not a Sinhala (-sinh) glyph
divide	divide	skip	False	not a Sinhala (-sinh) glyph
equal	equal	skip	False	not a Sinhala (-sinh) glyph
notequal	notequal	skip	False	not a Sinhala (-sinh) glyph
greater	greater	skip	False	not a Sinhala (-sinh) glyph
less	less	skip	False	not a Sinhala (-sinh) glyph
greaterequal	greaterequal	skip	False	not a Sinhala (-sinh) glyph
lessequal	lessequal	skip	False	not a Sinhala (-sinh) glyph
plusminus	plusminus	skip	False	not a Sinhala (-sinh) glyph
approxequal	approxequal	skip	False	not a Sinhala (-sinh) glyph
asciitilde	asciitilde	skip	False	not a Sinhala (-sinh) glyph
logicalnot	logicalnot	skip	False	not a Sinhala (-sinh) glyph
asciicircum	asciicircum	skip	False	not a Sinhala (-sinh) glyph
infinity	infinity	skip	False	not a Sinhala (-sinh) glyph
integral	integral	skip	False	not a Sinhala (-sinh) glyph
Ohm	Ohm	skip	False	not a Sinhala (-sinh) glyph
increment	increment	skip	False	not a Sinhala (-sinh) glyph
product	product	skip	False	not a Sinhala (-sinh) glyph
summation	summation	skip	False	not a Sinhala (-sinh) glyph
radical	radical	skip	False	not a Sinhala (-sinh) glyph
partialdiff	partialdiff	skip	False	not a Sinhala (-sinh) glyph
uni00B5	uni00B5	skip	False	not a Sinhala (-sinh) glyph
percent	percent	skip	False	not a Sinhala (-sinh) glyph
perthousand	perthousand	skip	False	not a Sinhala (-sinh) glyph
dottedCircle	dottedCircle	skip	False	not a Sinhala (-sinh) glyph
lozenge	lozenge	skip	False	not a Sinhala (-sinh) glyph
candrabindu-sinh.001	candrabindu-sinh.001	unchanged	False	standalone sign (+ alternate suffix .001)
ii-sign-taml	ii-sign-taml	skip	False	not a Sinhala (-sinh) glyph
virama-sign-taml	virama-sign-taml	skip	False	not a Sinhala (-sinh) glyph
anusvara-taml	anusvara-taml	skip	False	not a Sinhala (-sinh) glyph
aa-sign-taml	aa-sign-taml	skip	False	not a Sinhala (-sinh) glyph
i-sign-taml	i-sign-taml	skip	False	not a Sinhala (-sinh) glyph
u-sign-taml	u-sign-taml	skip	False	not a Sinhala (-sinh) glyph
uu-sign-taml	uu-sign-taml	skip	False	not a Sinhala (-sinh) glyph
e-sign-taml	e-sign-taml	skip	False	not a Sinhala (-sinh) glyph
ee-sign-taml	ee-sign-taml	skip	False	not a Sinhala (-sinh) glyph
ai-sign-taml	ai-sign-taml	skip	False	not a Sinhala (-sinh) glyph
o-sign-taml	o-sign-taml	skip	False	not a Sinhala (-sinh) glyph
oo-sign-taml	oo-sign-taml	skip	False	not a Sinhala (-sinh) glyph
au-sign-taml	au-sign-taml	skip	False	not a Sinhala (-sinh) glyph
au-lengthmark-taml	au-lengthmark-taml	skip	False	not a Sinhala (-sinh) glyph
dieresis	dieresis	skip	False	not a Sinhala (-sinh) glyph
dotaccent	dotaccent	skip	False	not a Sinhala (-sinh) glyph
grave	grave	skip	False	not a Sinhala (-sinh) glyph
acute	acute	skip	False	not a Sinhala (-sinh) glyph
hungarumlaut	hungarumlaut	skip	False	not a Sinhala (-sinh) glyph
circumflex	circumflex	skip	False	not a Sinhala (-sinh) glyph
uni02C9	uni02C9	skip	False	not a Sinhala (-sinh) glyph
caron	caron	skip	False	not a Sinhala (-sinh) glyph
breve	breve	skip	False	not a Sinhala (-sinh) glyph
ring	ring	skip	False	not a Sinhala (-sinh) glyph
tilde	tilde	skip	False	not a Sinhala (-sinh) glyph
macron	macron	skip	False	not a Sinhala (-sinh) glyph
cedilla	cedilla	skip	False	not a Sinhala (-sinh) glyph
ogonek	ogonek	skip	False	not a Sinhala (-sinh) glyph
repha-sign-sinh.001	repha-sinh.001	renamed	False	standalone sign (+ alternate suffix .001)
repha-sign-sinh.002	repha-sinh.002	renamed	False	standalone sign (+ alternate suffix .002)
repha-sign-sinh.003	repha-sinh.003	renamed	False	standalone sign (+ alternate suffix .003)
repha-sign-sinh.004	repha-sinh.004	renamed	False	standalone sign (+ alternate suffix .004)
repha-sign-sinh.005	repha-sinh.005	renamed	False	standalone sign (+ alternate suffix .005)
repha-sign-sinh.006	repha-sinh.006	renamed	False	standalone sign (+ alternate suffix .006)
repha-sign-sinh.007	repha-sinh.007	renamed	False	standalone sign (+ alternate suffix .007)
repha-sign-sinh.008	repha-sinh.008	renamed	False	standalone sign (+ alternate suffix .008)
repha-sign-sinh.009	repha-sinh.009	renamed	False	standalone sign (+ alternate suffix .009)
repha-sign-sinh.010	repha-sinh.010	renamed	False	standalone sign (+ alternate suffix .010)
commaaccent	commaaccent	skip	False	not a Sinhala (-sinh) glyph
ca-i-taml	ca-i-taml	skip	False	not a Sinhala (-sinh) glyph
ca-ii-taml	ca-ii-taml	skip	False	not a Sinhala (-sinh) glyph
ca-u-taml	ca-u-taml	skip	False	not a Sinhala (-sinh) glyph
ca-uu-taml	ca-uu-taml	skip	False	not a Sinhala (-sinh) glyph
czechcaron	czechcaron	skip	False	not a Sinhala (-sinh) glyph
ha-i-taml	ha-i-taml	skip	False	not a Sinhala (-sinh) glyph
ha-ii-taml	ha-ii-taml	skip	False	not a Sinhala (-sinh) glyph
ha-u-taml	ha-u-taml	skip	False	not a Sinhala (-sinh) glyph
